instrument_token,exchange_token,tradingsymbol,name,segment
137948676,538862,MYMONEY,MY MONEY SECURITIES.,BSE
129723908,506734,MYSORPETRO,MYSORE PETRO CHEMICALS.,BSE
137012484,535205,MYSTICELE,MYSTIC ELECTRONICS ,BSE
5821185,22739,N100,MOST SHARES N100 ETF,NSE
5228801,20425,NACLIND,NACL INDUSTRIES,NSE
4427521,17295,NAGAFERT,NAGARJUN FERT AND CHE,NSE
138218756,539917,NAGARFERT,NAGARJUNA FERTILIZERS AND CHEM,BSE
136284676,532362,NAGPI,NAGPUR POWER & INDUSTRIES.,BSE
3825153,14942,NAGREEKCAP,NAGREEKA CAP & INFR.LTD,NSE
3763713,14702,NAGREEKEXP,NAGREEKA EXPORTS.,NSE
136148996,531832,NAGTECH,NAGARJUNA AGRI TECH.,BSE
3932161,15360,NAHARCAP,NAHAR CAP & FIN.,NSE
3355137,13106,NAHARINDUS,NAHAR INDS ENT,NSE
3697921,14445,NAHARPOLY,NAHAR POLY FILMS,NSE
3696641,14440,NAHARSPING,NAHAR SPINNING MILLS.,NSE
135990276,531212,NALINLEA,NALIN LEASE FINANCE.,BSE
137829124,538395,NAM,NAM SECURITIES,BSE
91393,357,NAM-INDIA,NIPPON L I A M,NSE
137965060,538926,NAPL,NATURITE AGRO PRODUCTS ,BSE
138260484,540080,NARAYANI,NARAYANI STEELS ,BSE
132980484,519455,NARBADA,NARBADA GEMS AND JEWELLERY,BSE
132462340,517431,NARMP,NARMADA MACPLAST DRIP IRRIGATI,BSE
136042500,531416,NARPROP,NARENDRA PROPERTIES.,BSE
134311428,524654,NATCAPSUQ,NATURAL CAPSULES.,BSE
1003009,3918,NATCOPHARM,NATCO PHARMA.,NSE
136009988,531289,NATFIT,NATIONAL FITTINGS,BSE
136102660,531651,NATGENI,NATIONAL GENERAL INDUSTRIES LT,BSE
2832641,11065,NATHBIOGEN,NATH BIO-GENES (I),NSE
128662276,502587,NATHIND,NATH INDUSTRIES,BSE
136149508,531834,NATHUEC,NATURA HUE CHEM.,BSE
1629185,6364,NATIONALUM,NATIONAL ALUMINIUM CO,NSE
129249796,504882,NATIONSTD,NATIONAL STANDARD (INDIA).,BSE
2222593,8682,NATNLSTEEL-BE,NATIONAL STEEL & AGRO IND,NSE
128076292,500298,NATPEROX,NATIONAL PEROXIDE.,BSE
134813700,526616,NATPLAS,NATIONAL PLASTIC INDUSTRIES LT,BSE
136009476,531287,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES,BSE
135710468,530119,NATRAJPR,NATRAJ PROTEINS.,BSE
139060996,543207,NATURAL,NATURAL BIOCON (INDIA) ,BSE
3520257,13751,NAUKRI,INFO EDGE (I),NSE
136062468,531494,NAVBLDR,NAVKAR BUILDERS.,BSE
3756033,14672,NAVINFLUOR,NAVIN FLUORINE INT.,NSE
2702593,10557,NAVKARCORP,NAVKAR CORPORATION.,NSE
138118404,539525,NAVKETAN,NAVKETAN MERCHANTS ,BSE
610561,2385,NAVNETEDUL,NAVNEET EDUCATION,NSE
764673,2987,NAZARA,NAZARA TECHNOLOGIES,NSE
8042241,31415,NBCC,NBCC (INDIA),NSE
4892417,19111,NBIFIN,N.B.I. IND. FIN. CO.,NSE
1027585,4014,NBVENTURES,NAVA BHARAT VENTURES LIMI,NSE
131333892,513023,NBVENTURES*,NAVA BHARAT VENTURES.,BSE
137889796,538632,NCAPBUILBD,RELIANCE MUTUAL FUND- RELIANCE,BSE
137879300,538591,NCAPBULADD,RELIANCE MUTUAL FUND - RELIANC,BSE
593665,2319,NCC,NCC,NSE
3709441,14490,NCLIND,NCL INDUSTRIES,NSE
135822596,530557,NCLRESE,NCL RESEARCH & FINANCIAL SERVI,BSE
292609,1143,NCPSESDL24,NIPPON INDIA- NIMFXX,NSE
130952964,511535,NDASEC,NDA SECURITIES.,BSE
4702977,18371,NDGL,NAGA DHUNSERI GROUP,NSE
8002049,31258,NDL,NANDAN DENIM,NSE
131078148,512024,NDMETAL,N.D.METAL INDUSTRIES.,BSE
5697281,22255,NDRAUTO,NDR AUTO COMPONENTS,NSE
2925313,11427,NDTV,NDTV,NSE
3461633,13522,NECCLTD,NORTH EAST CARRY CORP,NSE
3053313,11927,NECLIFE,NECTAR LIFESCIENCES.,NSE
138088708,539409,NEERAJ,NEERAJ PAPER MARKETING,BSE
136499716,533202,NEH,NEL HOLDINGS SOUTH,BSE
137988100,539016,NEIL,NEIL INDUSTRIES.,BSE
3778817,14761,NELCAST,NELCAST,NSE
611329,2388,NELCO,NELCO,NSE
2538753,9917,NEOGEN,NEOGEN CHEMICALS,NSE
131668996,514332,NEOINFRA,NEO INFRACON.,BSE
3944705,15409,NESCO,NESCO.,NSE
4598529,17963,NESTLEIND,NESTLE INDIA,NSE
2006529,7838,NETF,TATAAML - NETF,NSE
623361,2435,NETFCONSUM,NIP IND ETF CONSUMPTION,NSE
674817,2636,NETFDIVOPP,NIP IND ETF DIV OPP,NSE
812033,3172,NETFGILT5Y,RELCAPAMC - NETFGILT5Y,NSE
4885505,19084,NETFIT,NIP IND ETF IT,NSE
4531201,17700,NETFLTGILT,NIP IND ETF LONGTERM GILT,NSE
2177537,8506,NETFMID150,NIP IND ETF MIDCAP 150,NSE
7571713,29577,NETFNIF100,NIP IND ETF NIFTY 100,NSE
2520833,9847,NETFNV20,NIP IND ETF ETF NV20,NSE
773633,3022,NETFSDL26,RELCAPAMC-NETFSDL26,NSE
137902852,538683,NETFSENSEX,NIPPON INDIA ETF SENSEX,BSE
138943236,542747,NETFSNX150,NIPPON INDIA ETF SENSEX NEXT 5,BSE
130314244,509040,NETLINK,NETLINK SOLUTIONS (INDIA).,BSE
138781956,542117,NETRIPPLES,NETRIPPLES SOFTWARE ,BSE
130984452,511658,NETTLINX,NETTLINX.,BSE
3612417,14111,NETWORK18,NETWORK18 MEDIA & INV,NSE
615937,2406,NEULANDLAB,NEULAND LAB.,NSE
297985,1164,NEWGEN,NEWGEN SOFTWARE TECH,NSE
138302212,540243,NEWLIGHT,NEW LIGHT APPARELS LIMTED,BSE
130269956,508867,NEWMKTADV,NEW MARKETS ADVISORY.,BSE
2525953,9867,NEXTMEDIA,NEXT MEDIAWORKS,NSE
137951748,538874,NEXUSSURGL,NEXUS SURGICAL AND MEDICARE LI,BSE
3564801,13925,NFL,NATIONAL FERT.,NSE
135909636,530897,NGIND,N.G.INDUSTRIES.,BSE
134342148,524774,NGLFINE,NGL FINE-CHEM.,BSE
3031041,11840,NH,NARAYANA HRUDAYALAYA.,NSE
132493828,517554,NHCFOODS,NHC FOODS.,BSE
4454401,17400,NHPC,NHPC,NSE
258569,1010,NI15,NI15,INDICES
102145,399,NIACL,THE NEW INDIA ASSU CO,NSE
136994820,535136,NIBE,NIBE,BSE
7612673,29737,NIBL-BE,NRB INDUS. BEARINGS.,NSE
134840580,526721,NICCOPAR,NICCO PARKS & RESORTS.,BSE
138292228,540204,NIDL,NARENDRA INVESTMENTS (DELHI) L,BSE
138961156,542817,NIEHSPI,NIPPON INDIA MUTUAL FUND,BSE
260617,1018,NIFTY 100,NIFTY 100,INDICES
264457,1033,NIFTY 200,NIFTY 200,INDICES
256265,1001,NIFTY 50,NIFTY 50,INDICES
268041,1047,NIFTY 500,NIFTY 500,INDICES
265993,1039,NIFTY ALPHA 50,NIFTY ALPHA 50,INDICES
273673,1069,NIFTY ALPHALOWVOL,NIFTY ALPHALOWVOL,INDICES
263433,1029,NIFTY AUTO,NIFTY AUTO,INDICES
260105,1016,NIFTY BANK,NIFTY BANK,INDICES
257289,1005,NIFTY COMMODITIES,NIFTY COMMODITIES,INDICES
257545,1006,NIFTY CONSUMPTION,NIFTY CONSUMPTION,INDICES
268297,1048,NIFTY CPSE,NIFTY CPSE,INDICES
257033,1004,NIFTY DIV OPPS 50,NIFTY DIV OPPS 50,INDICES
261641,1022,NIFTY ENERGY,NIFTY ENERGY,INDICES
257801,1007,NIFTY FIN SERVICE,NIFTY FIN SERVICE,INDICES
261897,1023,NIFTY FMCG,NIFTY FMCG,INDICES
270345,1056,NIFTY GROWSECT 15,NIFTY GROWSECT 15,INDICES
269065,1051,NIFTY GS 10YR,NIFTY GS 10YR,INDICES
269321,1052,NIFTY GS 10YR CLN,NIFTY GS 10YR CLN,INDICES
269577,1053,NIFTY GS 11 15YR,NIFTY GS 11 15YR,INDICES
269833,1054,NIFTY GS 15YRPLUS,NIFTY GS 15YRPLUS,INDICES
268553,1049,NIFTY GS 4 8YR,NIFTY GS 4 8YR,INDICES
268809,1050,NIFTY GS 8 13YR,NIFTY GS 8 13YR,INDICES
270089,1055,NIFTY GS COMPSITE,NIFTY GS COMPSITE,INDICES
261385,1021,NIFTY INFRA,NIFTY INFRA,INDICES
259849,1015,NIFTY IT,NIFTY IT,INDICES
263945,1031,NIFTY MEDIA,NIFTY MEDIA,INDICES
263689,1030,NIFTY METAL,NIFTY METAL,INDICES
270601,1057,NIFTY MID LIQ 15,NIFTY MID LIQ 15,INDICES
256777,1003,NIFTY MIDCAP 100,NIFTY MIDCAP 100,INDICES
266249,1040,NIFTY MIDCAP 150,NIFTY MIDCAP 150,INDICES
260873,1019,NIFTY MIDCAP 50,NIFTY MIDCAP 50,INDICES
266505,1041,NIFTY MIDSML 400,NIFTY MIDSML 400,INDICES
262153,1024,NIFTY MNC,NIFTY MNC,INDICES
270857,1058,NIFTY NEXT 50,NIFTY NEXT 50,INDICES
262409,1025,NIFTY PHARMA,NIFTY PHARMA,INDICES
262665,1026,NIFTY PSE,NIFTY PSE,INDICES
262921,1027,NIFTY PSU BANK,NIFTY PSU BANK,INDICES
271113,1059,NIFTY PVT BANK,NIFTY PVT BANK,INDICES
261129,1020,NIFTY REALTY,NIFTY REALTY,INDICES
263177,1028,NIFTY SERV SECTOR,NIFTY SERV SECTOR,INDICES
267017,1043,NIFTY SMLCAP 100,NIFTY SMLCAP 100,INDICES
267273,1044,NIFTY SMLCAP 250,NIFTY SMLCAP 250,INDICES
266761,1042,NIFTY SMLCAP 50,NIFTY SMLCAP 50,INDICES
271881,1062,NIFTY100 EQL WGT,NIFTY100 EQL WGT,INDICES
267785,1046,NIFTY100 LIQ 15,NIFTY100 LIQ 15,INDICES
272137,1063,NIFTY100 LOWVOL30,NIFTY100 LOWVOL30,INDICES
272393,1064,NIFTY100 QUALTY30,NIFTY100 QUALTY30,INDICES
265737,1038,NIFTY200 QUALTY30,NIFTY200 QUALTY30,INDICES
265225,1036,NIFTY50 DIV POINT,NIFTY50 DIV POINT,INDICES
271625,1061,NIFTY50 EQL WGT,NIFTY50 EQL WGT,INDICES
259081,1012,NIFTY50 PR 1X INV,NIFTY50 PR 1X INV,INDICES
258825,1011,NIFTY50 PR 2X LEV,NIFTY50 PR 2X LEV,INDICES
259593,1014,NIFTY50 TR 1X INV,NIFTY50 TR 1X INV,INDICES
259337,1013,NIFTY50 TR 2X LEV,NIFTY50 TR 2X LEV,INDICES
267529,1045,NIFTY50 VALUE 20,NIFTY50 VALUE 20,INDICES
2707457,10576,NIFTYBEES,NIP IND ETF NIFTY BEES,NSE
2319105,9059,NIFTYEES,EDELWEISS ETF - NIFTY 50,NSE
135957252,531083,NIHARINF,NIHAR INFO GLOBAL.,BSE
2949633,11522,NIITLTD,NIIT,NSE
134696708,526159,NIKHILAD,NIKHIL ADHESIVES.,BSE
136005636,531272,NIKKIGL,NIKKI GLOBAL FINANCE.,BSE
135776516,530377,NILA,NILA INFRASTRUCTURES.,BSE
128587268,502294,NILACHAL,NILACHAL REFRACTORIES.,BSE
2368769,9253,NILAINFRA,NILA INFRASTRUCTURES,NSE
1897217,7411,NILASPACES,NILA SPACES,NSE
135713028,530129,NILE,NILE.,BSE
619777,2421,NILKAMAL,NILKAMAL,NSE
130998788,511714,NIMBSPROJ,NIMBUS PROJECTS.,BSE
138748164,541985,NIOSAD,RELIANCE MUTUAL FUND,BSE
1736193,6782,NIPPOBATRY,INDO-NATIONAL,NSE
65281,255,NIRAJ,NIRAJ CEMENT STRUC,NSE
4824065,18844,NIRAJISPAT-BE,NIRAJ ISPAT IND,NSE
131180804,512425,NIRAVCOM,NIRAV COMMERCIALS.,BSE
128078596,500307,NIRLON,NIRLON.,BSE
3404801,13300,NITCO,NITCO,NSE
130272004,508875,NITINCAST,NITIN CASTINGS ,BSE
3372801,13175,NITINSPIN,NITIN SPINNERS,NSE
831233,3247,NITIRAJ,NITIRAJ ENGINEERS,NSE
129672196,506532,NITTAGELA,NITTA GELATIN INDIA.,BSE
138804740,542206,NIVAKA,NIVAKA FASHIONS,BSE
137925636,538772,NIYOGIN,NIYOGIN FINTECH ,BSE
2408705,9409,NKIND-BE,NKINDUSTRIES,NSE
2197761,8585,NLCINDIA,NLC INDIA,NSE
3924993,15332,NMDC,NMDC.,NSE
133705988,522289,NMSRESRC,NMS RESOURCES GLOBAL,BSE
625153,2442,NOCIL,NOCIL,NSE
134705924,526195,NOGMIND,NEOGEM INDIA.,BSE
2761217,10786,NOIDATOLL,NOIDA TOLL BRIDGE CO,NSE
1064961,4160,NORBTEAEXP,NORBEN TEA & EXPORTS,NSE
134249988,524414,NORRIS,NORRIS MEDICINES.,BSE
138012164,539110,NORTHLINK,NORTHLINK FISCAL AND CAPITAL S,BSE
130284548,508924,NORTHPR,NORTHERN PROJECTS.,BSE
136055044,531465,NOUVEAU,NOUVEAU GLOBAL VENTURES.,BSE
135867652,530733,NOVAPUB,NOVA PUBLICATIONS INDIA,BSE
2305793,9007,NOVARTIND,NOVARTIS INDIA,NSE
131472900,513566,NOVIS,NOVA IRON & STEEL.,BSE
3322369,12978,NPBET,TATAAML - NPBET,NSE
135712516,530127,NPRFIN,NPR FINANCE.,BSE
132116996,516082,NRAGRINDQ,N.R.AGARWAL INDUSTRIES.,BSE
5200385,20314,NRAIL,N R AGARWAL INDS,NSE
1933569,7553,NRBBEARING,NRB BEARING,NSE
2877185,11239,NSIL,NALWA SONS INVESTMENT,NSE
134841092,526723,NTCIND,NTC INDUSTRIES.,BSE
7820801,30550,NTL,NEUEON TOWERS,NSE
2977281,11630,NTPC,NTPC,NSE
2762497,10791,NUCLEUS,NUCLEUS SOFTWARE EXPORTS,NSE
601601,2350,NURECA,NURECA,NSE
136013828,531304,NUTECGLOB,NUTECH GLOBAL.,BSE
135736068,530219,NUTRICIRCLE,NUTRICIRCLE ,BSE
136145668,531819,NUWAY,NUWAY ORGANIC NATURALS INDIA L,BSE
3724033,14547,NXTDIGITAL,NXTDIGITAL,NSE
129120772,504378,NYSSACORP,NYSSA CORPORATION,BSE
2756609,10768,OAL,ORIENTAL AROMATICS,NSE
131197188,512489,OASISEC,OASIS SECURITIES.,BSE
5181953,20242,OBEROIRLTY,OBEROI REALTY,NSE
137732868,538019,OBIL,OCEANAA BIOTEK INDUSTRIES,BSE
3131137,12231,OCCL,ORIENTAL CARBN & CHEM,NSE
137956868,538894,OCTAL,OCTAL CREDIT CAPITAL.,BSE
133391876,521062,OCTAVE,PERFECT-OCTAVE MEDIA PROJECTS,BSE
136190980,531996,ODYCORP,ODYSSEY CORPORATION.,BSE
135724804,530175,ODYSSEY,ODYSSEY TECHNOLOGIES.,BSE
2748929,10738,OFSS,ORACLE FIN SERV SOFT.,NSE
4464129,17438,OIL,OIL INDIA,NSE
135886084,530805,OIVL,ONESOURCE IDEAS VENTURE LIMITE,BSE
134762244,526415,OKPLA,OK PLAY INDIA.,BSE
2723073,10637,OLECTRA,OLECTRA GREENTECH,NSE
136752644,534190,OLPCL,OLYMPIC CARDS.,BSE
133402884,521105,OLYMPTX,OLYMPIA INDUSTRIES.,BSE
129947908,507609,OLYOI,OLYMPIC OIL INDUSTRIES.,BSE
137865476,538537,OMANSH,OMANSH ENTERPRISES,BSE
2796033,10922,OMAXAUTO,OMAX AUTOS,NSE
3802369,14853,OMAXE,OMAXE,NSE
6203137,24231,OMINFRAL,OM INFRA,NSE
136062980,531496,OMKAR,OMKAR OVERSEAS.,BSE
136234756,532167,OMKARPH,OMKAR PHARMACHEM.,BSE
136279044,532340,OMNIAX,OMNI AXS SOFTWARE.,BSE
131666948,514324,OMNITEX,OMNITEX INDUSTRIES (INDIA),BSE
131668484,514330,ONEGLOBAL,ONE GLOBAL SERVICE PROVIDER LI,BSE
6525953,25492,ONELIFECAP,ONELIFE CAP ADVISORS,NSE
2544641,9940,ONEPOINT-BE,ONE POINT ONE SOL,NSE
633601,2475,ONGC,OIL AND NATURAL GAS CORP.,NSE
3911169,15278,ONMOBILE,ONMOBILE GLOBAL.,NSE
138338820,540386,ONTIC,ONTIC FINSERVE ,BSE
635137,2481,ONWARDTEC,ONWARD TECHNOLOGIES,NSE
137128196,535657,OONE,OBJECTONE INFORMATION SYSTEMS,BSE
5496065,21469,OPTIEMUS,OPTIEMUS INFRACOM,NSE
136001028,531254,OPTIFIN,OPTIMUS FINANCE ,BSE
2950657,11526,OPTOCIRCUI-BE,OPTO CIRCUITS (I),NSE
138137092,539598,ORACLECR,ORACLE CREDIT ,BSE
8057601,31475,ORBTEXP,ORBIT EXPORTS,NSE
134239236,524372,ORCHIDPHAR,ORCHID PHARMA ,BSE
237057,926,ORCHPHARMA,ORCHID PHARMA,NSE
135976196,531157,ORGCOAT,ORGANIC COATINGS.,BSE
129968644,507690,ORIBEVER,ORIENT BEVERAGES.,BSE
131358980,513121,ORICON,ORICON ENTERPRISES.,BSE
2600705,10159,ORICONENT,ORICON ENTERPRISES,NSE
3356417,13111,ORIENTABRA,ORIENT ABRASIVE,NSE
3672577,14346,ORIENTALTL,ORIENTAL TRIMEX,NSE
3655169,14278,ORIENTBELL,ORIENT BELL,NSE
7702785,30089,ORIENTCEM,ORIENT CEMENT.,NSE
129684228,506579,ORIENTCQ,ORIENTAL CARBON & CHEMICALS LT,BSE
760833,2972,ORIENTELEC,ORIENT ELECTRIC,NSE
638209,2493,ORIENTHOT,ORIENT HOTELS,NSE
4661249,18208,ORIENTLTD,ORIENT PRESS,NSE
638977,2496,ORIENTPPR,ORIENT PAPER AND INDS,NSE
7977729,31163,ORIENTREF,ORIENT REFRACTORIES,NSE
136067076,531512,ORIENTTR,ORIENT TRADELINK.,BSE
136155908,531859,ORIRAIL,ORIENTAL RAIL INFRASTRUCTURE L,BSE
5102337,19931,ORISSAMINE,ORISSA MIN DEV CO,NSE
136096260,531626,OROSMITHS,OROSIL SMITHS INDIA.,BSE
762625,2979,ORTINLAB,ORTIN LABORATORIES,NSE
135724292,530173,OSCARGLO,OSCAR GLOBAL.,BSE
130504196,509782,OSEASPR,OSEASPRE CONSULTANTS.,BSE
138290692,540198,OSIAJEE,OSIAJEE TEXFAB,BSE
643585,2514,OSWALAGRO,OSWAL AGRO MILLS,NSE
135952644,531065,OSWALOR,OSWAL OVERSEAS.,BSE
131701764,514460,OSWAYRN,OSWAL YARNS.,BSE
133926660,523151,OTCO,OTCO INTERNATIONAL.,BSE
138058500,539291,OZONEWORLD,OZONE WORLD ,BSE
134011652,523483,PACIFICI,PACIFIC INDUSTRIES.,BSE
129754116,506852,PACL,PUNJAB ALKALIES & CHEMICALS LT,BSE
136037124,531395,PADAMCO,PADAM COTTON YARNS.,BSE
134887684,526905,PADMAIND,PADMANABH INDUSTRIES,BSE
136281604,532350,PADMALAYAT,PADMALAYA TELEFILMS.,BSE
3689729,14413,PAGEIND,PAGE INDUSTRIES,NSE
6519809,25468,PAISALO,PAISALO DIGITAL,NSE
138405892,540648,PALASHSEC,PALASH SECURITIES ,BSE
5474049,21383,PALASHSECU,PALASH SECURITIES,NSE
138014980,539121,PALCO,PALCO METALS ,BSE
138609668,541444,PALMJEWELS,PALM JEWELS ,BSE
4367873,17062,PALREDTEC,PALRED TECHNOLOGIES,NSE
130968836,511597,PALSOFT,PALSOFT INFOSYSTEMS.,BSE
1038081,4055,PANACEABIO,PANACEA BIOTEC,NSE
4170753,16292,PANACHE,PANACHE DIGILIFE,NSE
129047812,504093,PANAENERG,PANASONIC ENERGY INDIA COMPANY,BSE
137948164,538860,PANAFIC,PANAFIC INDUSTRIALS,BSE
6500353,25392,PANAMAPET,PANAMA PETROCHEM,NSE
130288900,508941,PANCARBON,PANASONIC CARBON INDIA CO.LTD.,BSE
131458820,513511,PANCHMAHQ,PANCHMAHAL STEEL.,BSE
136121860,531726,PANCHSHEEL,PANCHSHEEL ORGANICS.,BSE
132453636,517397,PANELEC,PAN ELECTRONICS INDIA.,BSE
130950404,511525,PANINDIAC,PAN INDIA CORPORATION.,BSE
129567236,506122,PANKAJPIYUS,PANKAJ PIYUSH TRADE & INV.,BSE
136007684,531280,PANKAJPO,PANKAJ POLYMERS.,BSE
138104068,539469,PANORAMA,PANORAMA STUDIOS INTERNATIONAL,BSE
138020612,539143,PANTH,PANTH INFINITY,BSE
135754500,530291,PAOS,PAOS INDUSTRIES,BSE
3571457,13951,PARACABLES,PARAMOUNT COMM,NSE
4385281,17130,PARAGMILK,PARAG MILK FOODS.,NSE
136001284,531255,PARAGONF,PARAGON FINANCE.,BSE
136029188,531364,PARAMONE,PARAMONE CONCEPTS,BSE
138107140,539481,PARIKSHA,PARIKSHA FIN-INVEST-LEASE LIMI,BSE
134304772,524628,PARKERAC,PARKER AGROCHEM EXPORTS.,BSE
136425220,532911,PARLEIND,PARLE INDUSTRIES,BSE
138331908,540359,PARMAX,PARMAX PHARMA ,BSE
130040324,507970,PARMCOS-B,PARAMOUNT COSMETICS (INDIA) LT,BSE
138359556,540467,PARMSILK,PARMESHWARI SILK MILLS,BSE
129568772,506128,PARNAXLAB,PARNAX LAB.,BSE
130995716,511702,PARSHINV,PARSHARTI INVESTMENT.,BSE
130861060,511176,PARSHWANA,PARSHWANATH CORPORATION.,BSE
3530497,13791,PARSVNATH,PARSVNATH DEVELOPER,NSE
138584836,541347,PARVATI,PARVATI SWEETNERS AND POWER LT,BSE
133396484,521080,PASARI,PASARI SPINNING MILLS.,BSE
128116740,500456,PASUPTAC,PASUPATI ACRYLON.,BSE
128791556,503092,PASUSPG,PASUPATI SPG.& WVG.MILLS.,BSE
2994945,11699,PATELENG,PATEL ENGINEERING.,NSE
132458756,517417,PATELSAI,PATELS AIRTEMP (INDIA).,BSE
134151940,524031,PATIDAR,PATIDAR BUILDCON,BSE
3896065,15219,PATINTLOG,PATEL INT. LOG.,NSE
662785,2589,PATSPINLTD,PATSPIN INDIA,NSE
136381956,532742,PAUSHAKLTD,PAUSHAK.,BSE
129109764,504335,PAZEL,PAZEL INTERNATIONAL,BSE
131606276,514087,PBMPOLY,PBM POLYTEX.,BSE
134178820,524136,PCCOSMA,PEE CEE COSMA SOPE.,BSE
7455745,29124,PCJEWELLER,PC JEWELLER,NSE
132382468,517119,PCS,PCS TECHNOLOGY.,BSE
3936513,15377,PDMJEPAPER,PUDUMJEE PAPER PRO.,NSE
1347585,5264,PDSMFL,PDS MULTINATIONAL FAS,NSE
668161,2610,PEARLPOLY,PEARL POLYMERS,NSE
136026116,531352,PEETISEC,PEETI SECURITIES.,BSE
617473,2412,PEL,PIRAMAL ENTERPRISES,NSE
5278977,20621,PENIND,PENNAR INDUSTRIES,NSE
1371649,5358,PENINLAND-BE,PENINSULA LAND,NSE
128292868,501144,PEOPLIN,PEOPLES INVESTMENTS.,BSE
134767364,526435,PERFEPA,PERFECTPAC.,BSE
129057796,504132,PERMAGN,PERMANENT MAGNETS.,BSE
4701441,18365,PERSISTENT,PERSISTENT SYSTEMS,NSE
2905857,11351,PETRONET,PETRONET LNG,NSE
3660545,14299,PFC,POWER FIN CORP.,NSE
676609,2643,PFIZER,PFIZER,NSE
3456001,13500,PFOCUS-BE,PRIME FOCUS,NSE
5786113,22602,PFS,PTC INDIA FIN SERV,NSE
6491649,25358,PGEL,PG ELECTROPLAST,NSE
134847236,526747,PGFOILQ,PG FOILS.,BSE
648961,2535,PGHH,P&G HYGIENE & HEALTH CARE,NSE
240641,940,PGHL,PROCTER & GAMBLE HEALTH L,NSE
3650561,14260,PGIL,PEARL GLOBAL IND,NSE
136007940,531281,PGINDST,PG INDUSTRY.,BSE
134290436,524572,PHARMAID,PHARMAIDS PHARMACEUTICALS.,BSE
128036612,500143,PHCAP,PH CAPITAL.,BSE
678145,2649,PHILIPCARB,PHILIPS CARBON BLACK,NSE
3725313,14552,PHOENIXLTD,THE PHOENIX MILLS,NSE
137686788,537839,PHOENIXTN,PHOENIX TOWNSHIP,BSE
134779140,526481,PHOENXINTL,PHOENIX INTERNATIONAL.,BSE
138783492,542123,PHOSPHATE,THE PHOSPHATE COMPANY ,BSE
130325508,509084,PHOTON,PHOTON CAPITAL ADVISORS.,BSE
134806532,526588,PHOTOQUP,PHOTOQUIP INDIA.,BSE
134046724,523620,PHRMASI,PHAARMASIA.,BSE
134350852,524808,PHYTO,PHYTO CHEM (INDIA).,BSE
135758084,530305,PICCADIL,PICCADILY AGRO INDUSTRIES.,BSE
129919492,507498,PICCASUG,PICCADILY SUGAR & ALLIED INDUS,BSE
136282884,532355,PICTUREHS,PICTUREHOUSE MEDIA.,BSE
681985,2664,PIDILITIND,PIDILITE INDUSTRIES,NSE
134108676,523862,PIFL,PACHELI INDUSTRIAL FINANCE LIM,BSE
6191105,24184,PIIND,PI INDUSTRIES,NSE
2929921,11445,PILANIINVS,PILANI INV & IND COR,NSE
7893761,30835,PILITA,PIL ITALICA LIFESTYLE,NSE
132976388,519439,PIONAGR,PIONEER AGRO EXTRACTS.,BSE
4861953,18992,PIONDIST,PIONEER DIST,NSE
3446529,13463,PIONEEREMB,PIONEER EMBROIDERIES,NSE
130013188,507864,PIONRINV,PIONEER INVESTCORP.,BSE
3618305,14134,PITTIENG,PITTI ENGINEERING,NSE
128085252,500333,PIXTRANS,PIX TRANSMISSIONS.,BSE
2641409,10318,PKTEA-BE,THE P K TEA PROD CO,NSE
3563521,13920,PLASTIBLEN,PLASTIBLENDS INDIA,NSE
136719364,534060,PMCFIN,PMC FINCORP,BSE
138012932,539113,PML,PAUL MERCHANTS.,BSE
2730497,10666,PNB,PUNJAB NATIONAL BANK,NSE
2236417,8736,PNBGILTS,PNB GILTS,NSE
4840449,18908,PNBHOUSING,PNB HOUSING FIN.,NSE
2392577,9346,PNC-BE,PRITISH NANDY COMMUNICATI,NSE
2402561,9385,PNCINFRA,PNC INFRATECH.,NSE
134197764,524210,PNTKYOR,PENTOKEY ORGANY (INDIA).,BSE
134289924,524570,PODARPIGQ,PODDAR PIGMENTS.,BSE
134048772,523628,PODDAR,PODDAR HOUSING AND DEVELOPMENT,BSE
5234177,20446,PODDARHOUS,PODDAR HOUSE & DVPT,NSE
4873217,19036,PODDARMENT,PODDAR PIGMENTS,NSE
138033924,539195,POEL,POCL ENTERPRISES,BSE
4518657,17651,POKARNA,POKARNA,NSE
129957124,507645,POLSON,POLSON.,BSE
2455041,9590,POLYCAB,POLYCAB INDIA,NSE
129690884,506605,POLYCHEM,POLYCHEM.,BSE
134667012,526043,POLYCHMP,POLYMECHPLAST MACHINES.,BSE
136037636,531397,POLYCON,POLYCON INTERNATIONAL.,BSE
136052228,531454,POLYLINK,POLYLINK POLYMERS (INDIA).,BSE
6583809,25718,POLYMED,POLY MEDICURE,NSE
687873,2687,POLYPLEX,POLYPLEX CORPORATION,NSE
138074628,539354,POLYSPIN,POLYSPIN EXPORTS.,BSE
136352260,532626,PONDYOXIDE,PONDY OXIDES & CHEMICALS.,BSE
2729217,10661,PONNIERODE,PONNIE SUGARS (ERODE),NSE
136194820,532011,POOJAENT,POOJA ENTERTAINMENT AND FILMS,BSE
132955908,519359,POONADAL,POONA DAL & OIL INDUSTRIES,BSE
136430852,532933,PORWAL,PORWAL AUTO COMPONENTS.,BSE
3834113,14977,POWERGRID,POWER GRID CORP..,NSE
4724993,18457,POWERINDIA,ABB POWER PRO N SYS IND L,NSE
